 編號		店家名稱
23196 >>> 台南市將軍區1-1號
23198 >>> 台南市白河區內角里2號
23221 >>> 台南市永康區中華西街159號
23225 >>> 台南市永康區自強路830號
23253 >>> 台南市永康區西勢路205號
23270 >>> 台南市永康區南台街1號
23317 >>> 台南市歸仁區中山路一段312號
23330 >>> 台南市歸仁區歸仁大道100號
23354 >>> 台南市仁德區中正路二段805號
23371 >>> 台南市仁德區中洲276-16號276-17號
23380 >>> 台南市關廟區中央路246號
23382 >>> 台南市北區公園南路360號1樓
23387 >>> 台南市安平區安平路428號
23389 >>> 台南市安平區慶平路573號
23401 >>> 台南市安平區健康三街235號
23420 >>> 台南市玉井區民族路89號
23422 >>> 台南市南化區
23424 >>> 台南市南化區
23425 >>> 台南市西區油車楠61之10號
23428 >>> 台南市大內區122之153號
23429 >>> 台南市官田區大崎66號
23430 >>> 台南市大內區7-2號
23433 >>> 台南市官田區
23434 >>> 台南市大埔鄉24鄰191號
23436 >>> 台南市新市區136-1號
23442 >>> 台南市六甲區中正路394號
23448 >>> 台南市新市區
23451 >>> 台南市永康區
23453 >>> 台南市善化區號
23454 >>> 台南市善化區13鄰352號
23473 >>> 台南市善化區什乃190號
23475 >>> 台南市善化區成功路2號
23477 >>> 高雄市內門區高121鄉道
23479 >>> 台南市新市區
23481 >>> 嘉義縣番路鄉
23485 >>> 台南市新化區那菝林241號
23486 >>> 台南市山上區南洲337-3號
23487 >>> 台南市龍崎區新市仔186號
23489 >>> 台南市山上區250號
23491 >>> 台南市龍崎區楠坑里楠坑121號
23493 >>> 台南市新市區131-18號
23495 >>> 台南市新市區大社710號
23496 >>> 台南市新市區社內12-5號
23497 >>> 台南市龍崎區楠坑里楠坑121號
23501 >>> 台南市新市區三舍55號
23505 >>> 高雄市內門區內門99之19號
23520 >>> 高雄市美濃區中正路一段53號
23521 >>> 高雄市內門區大學路200號
23538 >>> 台南市楠西區70號
23539 >>> 台南市楠西區1025號
23555 >>> 台南市安定區保西里449號
23563 >>> 台南市仁德區
23565 >>> 台南市新市區光華街135號
23568 >>> 台南市官田區98之4號
23571 >>> 台南市下營區
23575 >>> 台南市六甲區林鳳營111-8號
23576 >>> 台南市東山區
23577 >>> 台南市下營區893號
23578 >>> 台南市麻豆區106號
23579 >>> 台南市西港區後營1號
23583 >>> 台南市麻豆區小埤里苓子林20號
23584 >>> 台南市善化區中山路231-6號
23587 >>> 台南市鹽水區26號
23589 >>> 台南市麻豆區南勢36205號
23592 >>> 台南市麻豆區1713號
23597 >>> 台南市麻豆區里1鄰麻豆口1之39號
23599 >>> 台南市麻豆區
23601 >>> 台南市佳里區
23604 >>> 台南市白河區中山路13號
23610 >>> 台南市麻豆區123號
23621 >>> 台南市麻豆區苓子林20號
23623 >>> 台南市柳營區重溪里小腳腿12號1樓
23624 >>> 台南市柳營區12-4號
23627 >>> 台南市東山區枋子林746號
23629 >>> 台南市新營區
23635 >>> 台南市新市區陽光大道26號
23636 >>> 台南市東山區170號
23647 >>> 台南市白河區關子嶺39-1號
23658 >>> 台南市麻豆區號
23659 >>> 台南市麻豆區139號
23662 >>> 台南市麻豆區新生北路
23663 >>> 台南市佳里區31號
23664 >>> 台南市安定區蘇厝里293-68號
23665 >>> 台南市下營區1286號
23669 >>> 台南市佳里區492之50號
23672 >>> 台南市佳里區六安117-46號
23673 >>> 台南市佳里區492-8號
23679 >>> 台南市柳營區22鄰201-10號
