 編號		店家名稱
52395 >>> 法雨蘭若靜修舍
52396 >>> 蘆竹觀音寺
52397 >>> 南無觀世音菩薩聖像
52403 >>> 桃園市大園區福隆宮
52408 >>> 光耀佛堂
52410 >>> 明聖道院
52414 >>> 青埔公園十土地公廟
52417 >>> 深圳玄天宮
52424 >>> 天公廟
52428 >>> 開元玉旨寺
52430 >>> 桃園龜山 真武殿
52431 >>> 全真道院
52432 >>> 台北五賢宮（日照莊園）
52440 >>> 龜山慈惠堂
52445 >>> 富有宮
52446 >>> 桃園龜山玄靈宮
52449 >>> 桃園慈恩宮
52471 >>> 菜公堂福德宮
52475 >>> 新北市三清慈善會
52477 >>> 福德宮
52478 >>> 大坡路 地藏寺
52480 >>> 昭靈宮
52481 >>> 八卦祖師廟
52483 >>> 北龍代天府
52486 >>> 笨港太子宮
52488 >>> 普元宮
52489 >>> 高青福德祠
52490 >>> 福德祠
52491 >>> 福龍宮
52494 >>> 雲部地藏王殿
52495 >>> 聖威宮
52496 >>> 福德祠
52499 >>> 土地公(桃園永安宮)
52502 >>> 新豐中崙溪南三元宮三官大帝
52504 >>> 大湖法雲禪寺
52506 >>> 興化宮
52509 >>> 地藏殿
52518 >>> 後龍百三 五龍宮
52520 >>> 紫竹林觀音寺
52521 >>> 崇福寺
52525 >>> 淨業寺
52527 >>> 同善祠
52529 >>> 桃園市玄武廟
52530 >>> 宏德宮
52532 >>> 聖母宮
52533 >>> 桃園八德慈龍宮
52540 >>> 南崁福德祠
52545 >>> 土地公(崙頭福德祠)
52547 >>> 埔心護天宮
52548 >>> 福德宮
52552 >>> 福德宮
52553 >>> 桃園吳氏宗祠(公廳)
52555 >>> 桃園沙崙濟聖宮
52558 >>> 土地公廟
52559 >>> 土地公(新興宮)
52578 >>> 財團法人台灣省台中市般若精舍
52580 >>> 財團法人台中市靈山寺
52587 >>> 慈音寺
52592 >>> 台中市藏密薩迦八思巴佛學會
52597 >>> 台中祥德寺
52605 >>> 台灣省台中市應天宮蘇府王爺廟
52608 >>> 廣願地藏寺
52613 >>> 汨音寺
52616 >>> 東橋里福德祠
52621 >>> 琉璃光寺
52626 >>> 財團法人台灣省台中市上公舘福德宮
52640 >>> 東興福德廟
52642 >>> 崇聖寶殿
52650 >>> 台中慈惠堂
52656 >>> 聖德寶宮
52657 >>> 財團法人台中市行聖宮
52660 >>> 新埔妙善寺
52661 >>> 天順宮
52673 >>> 保和宮管理委員會（三山國王廟）
52677 >>> 星見祠(土地公)
52681 >>> 三元宮
52683 >>> 龍穩寺
52685 >>> 鎮天宮
52692 >>> 圳寮里福德祠管理委員會
52694 >>> 彰化 武德福山宮
52697 >>> 南恩禪寺
52699 >>> 豐原武德金龍堂
52702 >>> 法鼓山新竹精舍
52703 >>> 啟示玄機院孔明廟
52707 >>> 淨律學佛院
52710 >>> 佳福寺
52722 >>> 笨港口港口宮
52724 >>> 崁頂福安宮
52725 >>> 福德正神
52729 >>> 財團法人台灣省台中市大覺院
52732 >>> 光明寺
52733 >>> 台中觀善寺
52734 >>> 財團法人台灣省台中市寶善寺
52736 >>> 三元寺
52752 >>> 中天寺
52753 >>> 武德宮
52763 >>> 慈雲寺
52766 >>> 台中臨水宮
52777 >>> 台中市上天宮
52787 >>> 天水雅集觀音禪寺
52792 >>> 乾靈寺
52793 >>> 公正福德祠
52801 >>> 昌明聖堂
52805 >>> 聖多羅圓覺禪寺
52807 >>> 本淨寺
52810 >>> 靈隱寺
52812 >>> 廍子里興安宮
52829 >>> 武聖宮
52834 >>> 成興宮
52837 >>> 壽光精舍
52842 >>> 財團法人台灣省台中市正覺堂
52853 >>> 新興宮
52856 >>> 淡溝福德祠
52862 >>> 寶雲別苑
52863 >>> 慎齋堂
52864 >>> 景南福德祠
52866 >>> 永興宮
52867 >>> 龍華山慈惠堂
52870 >>> 后里區中和里紫雲觀
52875 >>> 金星觀管理委員會
52876 >>> 龍天宮
52877 >>> 金剛山般若學院
52878 >>> 濟公宮
52883 >>> 代天府
52886 >>> 永興宮
52888 >>> 福德祠
52891 >>> 慶安宮
52895 >>> 仙祖廟
52897 >>> 朝興宮(媽祖)
52899 >>> 禪機山仙佛寺
52900 >>> 三姓公廟
52903 >>> 鑑凡寺
52914 >>> 財團法人台灣省台中市贊化堂
52917 >>> 財團法人台灣省台中市醒修宮
52920 >>> 永興里福德祠
52926 >>> 福德廟
52932 >>> 成興宮管理委員會
52934 >>> 中和里福德宮
52937 >>> 壹善堂
52939 >>> 寶興宮
52940 >>> 樹德福德祠
52942 >>> 蓮聖寺
52943 >>> 新柳宮
52944 >>> 界受宮
52945 >>> 聖帥宮
52947 >>> 民義堂
52949 >>> 台灣省台中市善修宮
52952 >>> 善修佛堂
52955 >>> 萬佛寺
52958 >>> 中和里順安宮
52970 >>> 南北柳村新柳宮管理委員會
52972 >>> 淨覺學苑
52975 >>> 慈惠堂
52977 >>> 金蓮寺
52979 >>> 三清宮
52982 >>> 甲仙修緣寺
52988 >>> 北屯福德祠
52991 >>> 玉佛寺
52992 >>> 大坑寧靜海觀音亭
52993 >>> 無極圓明觀音廟
52994 >>> 武廟育化堂
52996 >>> 慈惠堂
52998 >>> 崇華佛堂
53002 >>> 南海寺福德祠
53011 >>> 大坑圓環福德祠
53016 >>> 福順宮朱李池三府王爺
53018 >>> 二分埔福德宮 平田里土地公廟
53020 >>> 善本巖
53021 >>> 水汴頭褔德祠
53022 >>> 新社三濟道濟廟
53023 >>> 台中北屯玉真宮
53027 >>> 仁和里福德祠
53028 >>> 台中北坑無極天聖宮
53030 >>> 仙福堂地母至尊總堂地母廟
53033 >>> 台中市沙鹿如來寺
53035 >>> 新社慈后宮
53039 >>> 壽明宮
53041 >>> 興農宮
53043 >>> 中興里福德祠
53046 >>> 長春堂
53052 >>> 西墩福德祠
53054 >>> 甘露寺
53056 >>> 永安宮
53058 >>> 財團法人台中市西屯區清隆福宮西屯區清隆福宮
53061 >>> 公館里福德祠
53062 >>> 悟修道德宮
53068 >>> 中國直貢噶舉顯密協會
53072 >>> 西寶花眉福德祠
53073 >>> 土庫吉龍福德祠
53074 >>> 福慧寺
53077 >>> 金山寺
53097 >>> 佛光山光明學苑
53100 >>> 暗坑巷復興宮
53105 >>> 福德宮
53107 >>> 財團法人台灣省台中市佛教霧峰佈教所
53120 >>> 慈濟宮
53124 >>> 后里區公館里慈濟宮管理委員會
53127 >>> 柑宅福德祠
53132 >>> 孔雀明王寶華寺（籌備處）
53133 >>> 上石福德祠(上石、上安、上德里三里土地公廟)
53134 >>> 慶王爺廟
53139 >>> 台中市創古度母佛學會
53140 >>> 聖德宮
53145 >>> 西屯何德福德宮-福德正神
53146 >>> 德惠宮-三山國王廟
53147 >>> 何成里福德祠
53153 >>> 泰安宮
53157 >>> 大坑里福德祠，土地公，婆
53158 >>> 協興宮
53160 >>> 西安朝天宮
53165 >>> 鎮平福德祠
53166 >>> 楓興宮
53167 >>> 台中市頭店福德廟
53168 >>> 三興福德廟
53169 >>> 犁頭店福德廟
53170 >>> 台中市楓樹里福德廟
53181 >>> 國聖廟
53188 >>> 華巖聖院
53189 >>> 阿寸溪王爺廟
53190 >>> 新興宮
53191 >>> 靜海寺
53192 >>> 地藏王菩薩廟
53197 >>> 和平福山宮
53212 >>> 保安堂
53214 >>> 榮泉里福德祠
53217 >>> 慈雲慈惠堂
53218 >>> 烏日三和福德祠-福德正神
53220 >>> 烏日區前竹里頭前厝福德祠
53226 >>> 玄武宮
53229 >>> 佛頂山 朝聖寺
53232 >>> 三嵙口福德祠
53235 >>> 中武宮五路財神廟
53238 >>> 聖天佛帝宮
53239 >>> 普世宮
53241 >>> 太子殿
53244 >>> 萬福祠百姓公
53247 >>> 台中新社鎮安宮
53251 >>> 福天宮
53253 >>> 神農药仙山药王廟
53257 >>> 水長流德恩寺
53258 >>> 紫保宮
53261 >>> 明德寺
53262 >>> 財團法人台中縣佛教明德寺
53265 >>> 寶源寺
53266 >>> 鳳山寺
53272 >>> 南崗福德祠
53279 >>> 群靈祠
53286 >>> 北湳里角潭福德祠
53298 >>> 護國清涼寺金剛舍利塔
53303 >>> 佛蓮山萬聖朝寺
53305 >>> 福巖寺
53307 >>> 佛光忍壽堂
53310 >>> 太平太上老君
