 編號		店家名稱
6452 >>> 台南市中西區中山路162號2樓
6493 >>> 台中市西屯區台灣大道三段301號4樓
6508 >>> 台中市豐原區仁愛街25號
6531 >>> 台中市西屯區台灣大道三段251號
6537 >>> 台中市西屯區台灣大道三段301號
6555 >>> 台中市豐原區中正路155號
6591 >>> 台中市中區興民街10號1樓
6599 >>> 台中市西屯區台灣大道三段301號2樓
6608 >>> 彰化縣員林市浮圳路二段425號
6610 >>> 台中市西屯區台灣大道三段251號
6654 >>> 台南市東區中華東路一段366號1樓
6670 >>> 台南市中西區西門路一段658號GF樓
6716 >>> 台南市中西區西門路一段658號1樓
6719 >>> 台南市中西區西門路一段658號1樓
6721 >>> 台南市新化區中正路360號
6758 >>> 台南市仁德區中山路613號
6804 >>> 台南市中西區西門路一段658號1樓
6806 >>> 台南市中西區府前路一段180號
6824 >>> 高雄市前鎮區三多三路213號
6832 >>> 嘉義縣番路鄉平畑35號
6860 >>> 高雄市前金區中華三路131號1樓
6889 >>> 高雄市鹽埕區新樂街176號
6911 >>> 高雄市苓雅區青年一路1-15號
6932 >>> 高雄市前金區成功一路266-1號B1樓
6937 >>> 高雄市鹽埕區大仁路133號
6938 >>> 高雄市前金區成功一路266-1號B1樓
6942 >>> 高雄市前金區成功一路266-1號3樓
6943 >>> 高雄市前金區成功一路266號
6945 >>> 高雄市前金區成功一路266-1號3樓
6948 >>> 高雄市鹽埕區新樂街194號
6952 >>> 高雄市鼓山區美術東二路86號
6955 >>> 高雄市鼓山區大順一路115號2樓
6958 >>> 高雄市鼓山區大順一路115號2樓
6964 >>> 高雄市前鎮區中華五路789號1樓
7021 >>> 高雄市前鎮區中華五路789號1樓
6660 >>> 台南市西門路2段135號
5366 >>> 台北市大同區南京西路292號1樓
5423 >>> 台北市中正區武昌街一段13號1樓
5617 >>> 台北市大安區忠孝東路四段45號4F
5640 >>> 台北市大安區忠孝東路三段176號
5679 >>> 台北市大安區忠孝東路三段300號 2 樓
5687 >>> 台北市大安區仁愛路四段398-1號 8F
5701 >>> 新北市新莊區四維路97巷18號
5719 >>> 台北市萬華區漢中街135號 3 樓
5776 >>> 台北市信義區松壽路11號 2 樓
5777 >>> 台北市信義區松壽路11號 2 樓
5785 >>> 台北市信義區松智路17號2樓
5819 >>> 台北市士林區天母東路8巷19弄9號
5846 >>> 台北市中山區南京西路12號2樓
5915 >>> 台北市大安區忠孝東路四段45號 3 樓
6018 >>> 新北市中和區景新街357號
6041 >>> 新北市永和區中山路一段164號
6207 >>> 桃園市平鎮區南東路57-1號 2F
6234 >>> 桃園市中壢區元化路357號4樓
6247 >>> 桃園市中壢區春德路189號1樓
6339 >>> 台中市中區台灣大道一段78號
6458 >>> 台中市北屯區昌平路二段1-18號
6480 >>> 台中市西區台灣大道二段218號 25 樓
6517 >>> 台中市西屯區台灣大道三段251號
6554 >>> 台中市豐原區復興路2號4樓
6627 >>> 台南市東區東寧路26-3號2F
6722 >>> 台南市北區和緯路五段52號1樓
6752 >>> 高雄市前金區成功一路266-1號B1
6774 >>> 高雄市前金區成功一路266-1號B1F
